"","H9.1","H9.2","H9.3","OB.1","OB.2","OB.3","WT.1","WT.2","WT.3"
"1451743_at",6.754076,6.601112,6.555961,6.478253,6.570843,6.594317,6.608502,6.015466,6.855483
"1451744_a_at",6.883541,6.900456,6.958815,6.795279,6.8442,6.957391,6.900456,7.189372,6.946778
"1451745_a_at",9.731167,9.88545,10.02164,10.14967,9.683947,9.792804,10.02238,10.10446,9.79272
"1451746_a_at",5.267812,5.388298,5.434127,5.480784,5.423414,5.434127,5.492107,5.662129,5.261449
"1451747_a_at",7.475888,7.328854,7.37314,7.60922,7.408912,7.40097,7.447546,7.349733,7.427377
"1451748_a_at",9.061621,9.027736,9.072076,9.14582,9.117963,9.091764,9.184608,9.191798,9.094734
"1451749_at",5.975227,6.203028,5.805399,5.710299,5.729804,5.788573,6.045898,5.082243,5.654325
"1451750_at",6.401198,6.634797,6.724835,6.374518,6.322497,6.166756,6.786006,6.287853,6.393157
"1451751_at",4.343762,4.793277,4.576012,3.836773,4.254168,3.984431,4.341058,4.237282,4.57227
"1451752_at",5.274402,5.223737,4.981472,5.342774,5.20296,5.184282,5.211258,5.211258,5.169003
"1451753_at",6.405981,6.581231,6.746359,6.11797,6.696993,6.581231,6.677416,6.743269,6.496046
"1451754_a_at",8.819613,8.861345,8.408716,8.58424,8.784857,8.731694,8.761253,8.78224,8.846802
"1451755_a_at",7.336079,7.373186,7.417968,7.336079,7.037828,7.169151,7.430815,7.44588,7.031132
"1451756_at",5.699883,5.830584,5.657037,5.641284,5.494144,5.595187,5.641284,5.547536,5.641284
"1451757_at",2.746581,2.852446,2.817865,2.746581,2.746581,2.733414,2.61113,2.804724,2.693644
"1451758_at",3.797249,3.751152,3.751152,3.495476,3.751152,3.751152,3.894777,3.495476,3.645338
"1451759_at",9.761021,9.417864,9.319326,9.004875,9.460702,9.676093,9.364481,9.650272,9.526436
"1451760_s_at",8.820972,8.690533,8.721745,8.645189,8.777423,8.744266,8.826087,8.863442,8.870248
"1451761_at",3.499768,3.395003,3.669483,3.522941,3.840438,3.5748,3.605666,3.547199,3.412332
"1451762_a_at",5.902262,5.825728,5.624376,5.535904,6.037562,5.947255,5.644576,6.252489,5.813622
"1451763_at",3.662662,3.612632,3.681265,3.567917,3.480245,3.589643,3.605666,3.71852,3.612632
"1451764_at",3.368951,3.664682,3.375407,3.414049,3.304652,3.414049,3.584518,3.732916,3.362771
"1451765_a_at",8.13215,7.657978,8.211438,7.575089,8.028639,8.018784,8.028639,7.835519,8.08108
"1451766_at",4.28192,4.430185,4.455113,4.430185,4.431637,4.586945,4.334049,4.430185,4.357193
"1451767_at",4.631304,4.687146,4.713412,4.866783,4.910381,4.732051,4.687146,4.495631,4.48
"1451768_a_at",7.341872,7.211827,7.211827,7.203612,7.140513,7.310175,7.124896,6.243758,7.346417
"1451769_s_at",3.414049,3.265011,3.370367,3.414049,3.414049,3.414049,3.422863,3.473991,3.35651
"1451770_s_at",8.286115,8.493978,8.498159,7.981132,8.403015,8.414659,8.377604,8.758295,8.436882
"1451771_at",4.326901,4.327347,4.128684,4.161479,4.23732,4.23732,4.02437,4.23732,4.157075
"1451772_at",5.005332,4.921968,4.921968,4.921968,4.830666,5.077937,4.82257,4.88951,5.088811
"1451773_s_at",3.664866,3.621183,3.804115,3.686043,3.669657,3.495476,3.764196,3.867098,3.861949
"1451774_at",3.358224,3.263695,3.263695,3.179163,3.367406,3.207714,3.237143,3.263695,3.3043
"1451775_s_at",6.548568,7.236659,6.461952,6.760075,6.611752,6.611752,6.611752,6.667291,6.611752
"1451776_s_at",8.014331,7.80814,7.801873,8.234709,7.986258,7.858982,8.449925,7.519124,8.31188
